id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
10080,D1 -  Million Dollar View 2 BR,30899,Rami,,Downtown,49.28772,-123.1211,Entire home/apt,151,90,16,2017-02-26,0.15,49,347
13188,Garden level studio in ideal loc.,51466,Family Guns,,Riley Park,49.24577,-123.10516,Entire home/apt,120,2,242,2020-04-30,1.94,1,211
13357,! Wow! 2bed 2bath 1bed den Harbour View Apartment!,52118,Liliana,,Downtown Eastside,49.27955,-123.10546,Entire home/apt,161,30,58,2020-03-24,0.47,3,335
13358,Monthly (or Longer ) Designer One Bedroom Downtown,52116,Lynn,,West End,49.28209,-123.12515,Entire home/apt,70,30,427,2019-08-04,3.54,1,57
13490,Vancouver's best kept secret,52467,Iris,,Kensington-Cedar Cottage,49.2555,-123.06696,Entire home/apt,145,30,85,2020-04-18,0.78,1,326
14267,EcoLoft Vancouver,56030,Peter & Alison,,Kensington-Cedar Cottage,49.24974,-123.08108,Entire home/apt,140,3,33,2020-02-07,0.28,1,0
16254,Close to PNE/Hastings Park and East Village,63238,Jason,,Hastings-Sunrise,49.27734,-123.04152,Entire home/apt,194,3,5,2019-08-19,0.23,1,73
17158,Vancouver 4br 3ba house 20min to DT,48673,Elaine,,Renfrew-Collingwood,49.25195,-123.0355,Entire home/apt,135,4,5,2018-03-31,0.05,1,70
17765,"Central location, nice little apartment",68672,James,,Mount Pleasant,49.26181,-123.10905,Entire home/apt,94,3,194,2019-12-30,2.09,1,0
18270,private rm in clean central 2BR apt,70437,Ran,,Mount Pleasant,49.26564,-123.09524,Private room,55,30,118,2019-12-31,1.06,1,348
18589,Commercial Drive B&B,71508,Sylvain & Alexis,,Grandview-Woodland,49.27427,-123.07063,Private room,94,1,382,2020-03-15,3.51,1,226
18773,"Comfort Suite on Kits Beach + Netflix, and Youtube",72055,Dean,,Kitsilano,49.27212,-123.16401,Entire home/apt,169,2,14,2019-09-22,0.11,1,1
18795,*Best choice in downtown-5 Stars *,70137,Kai,,West End,49.28251,-123.12827,Private room,56,30,121,2020-03-16,1.10,3,365
19527,Spacious Apartment near Granville Island and VGH,74129,Bevin,,Fairview,49.26018,-123.13477,Entire home/apt,92,8,35,2019-11-02,0.28,1,353
20085,Bright & Cheerful Uptown Garden Suite,75986,Tony And Rachel,,Kensington-Cedar Cottage,49.25636,-123.08636,Entire home/apt,75,30,72,2020-01-01,0.58,1,363
21912,PRIVATE ROOM + BATH + KING BED + SEPARATE ENTRY,83871,Adam,,Renfrew-Collingwood,49.23365,-123.05439,Private room,51,2,324,2020-03-22,3.01,3,343
21913,PRIVATE  SUITE (KITCHEN+ BEDROOM+BATH+LIVING ROOM),83871,Adam,,Renfrew-Collingwood,49.23427,-123.05309,Entire home/apt,65,30,211,2020-03-25,2.04,3,348
22128,"Big+Sunny 1-BR-SUITE**15 min to UBC, 10 Kits Beach",84820,Chris,,Marpole,49.21208,-123.13201,Private room,149,30,24,2011-08-18,0.20,2,0
24273,Walker's paradise in Kitsilano,1267409,Cormac,,Kitsilano,49.2626,-123.17308,Entire home/apt,300,2,14,2020-03-14,0.17,2,315
26047,The Alpha Downtown Accommodation by COMFYSUITES,109845,Alicia,,Downtown,49.27933,-123.12377,Entire home/apt,159,30,33,2019-12-28,0.31,4,304
32746,Designer Urban Park View Townhouse,52118,Liliana,,Downtown,49.2792,-123.105,Private room,113,30,80,2019-01-06,0.67,3,365
33150,“Suite on Main”  near  Q.E Park,143724,Ili,,Riley Park,49.24686,-123.10469,Entire home/apt,100,4,47,2020-04-04,0.43,1,255
35102,Downtown Yaletown Trendy 2 Bd/2Bth,68738,Gail,,Downtown,49.27762,-123.11878,Entire home/apt,105,30,76,2018-08-26,0.64,1,92
35304,"LOCATION, LOCATION, LOCATION- Cozy&Clean Lg. Space",151996,Howie And Lisa,,Grandview-Woodland,49.27351,-123.06945,Entire home/apt,99,2,410,2020-03-16,3.45,1,345
42645,The Charlie by COMFYSUITES,109845,Alicia,,Downtown,49.28001,-123.12475,Entire home/apt,159,30,28,2018-09-06,0.24,4,276
48146,Executive Furnished Apartment (2 months minimum),219431,Damien,,Renfrew-Collingwood,49.23457,-123.02644,Entire home/apt,85,30,0,,,1,317
49736,Boutique Studio Apartment in Kits!,227101,Sarah,,Kitsilano,49.2674,-123.14634,Entire home/apt,1950,31,9,2016-08-22,0.08,1,363
54261,Yaletown 1 Bedroom Condo,254337,Edgar,,Downtown,49.27655,-123.12485,Entire home/apt,127,90,37,2019-07-09,0.34,2,365
70453,"Open-concept, Modern Heritage Home with over 20 Skylights",56709,Samantha Jo,,Downtown Eastside,49.27836,-123.08716,Entire home/apt,191,3,22,2020-03-10,0.37,1,0
72659,Central Convenient Vibrant Neighbourhood!,375168,Donna,,Grandview-Woodland,49.27357,-123.07024,Entire home/apt,210,7,12,2018-05-23,0.13,1,162
73841,Amazing Downtown Vancouver Condo!,386761,Ying Ying,,Downtown,49.27659,-123.12481,Entire home/apt,129,30,13,2019-08-28,0.12,1,255
77157,Room with a Garden View!,412802,Anne,,Arbutus Ridge,49.24675,-123.16711,Private room,149,1,634,2020-03-14,5.68,2,341
98242,"Studio, private patio, WIFI/Cbl, pets & long term!",31065,Mj,,Sunset,49.22293,-123.07785,Entire home/apt,99,30,468,2020-03-31,4.28,2,198
98830,Your Downtown Executive Suite,520997,Cristina,,Downtown,49.27982,-123.12509,Entire home/apt,110,30,267,2020-02-01,2.43,1,0
111077,"Clean and Comfy, 2 Bd, Walk to the Drive",569682,Kristina,,Grandview-Woodland,49.26726,-123.05969,Entire home/apt,139,3,103,2019-10-27,0.94,1,356
118513,"White Orchid - Super comfy bed, Steps-2 Skytrain",597619,Rozsa,,Renfrew-Collingwood,49.24571,-123.04788,Private room,61,30,35,2019-10-15,0.33,2,89
125081,One step away from the Drive!,69746,Serge & Brigitte,,Grandview-Woodland,49.26866,-123.06512,Private room,60,2,184,2019-09-29,1.48,1,0
125176,Main Street Vineyard,622926,Mark,,Riley Park,49.24648,-123.09241,Private room,110,2,490,2020-03-13,4.58,1,0
129163,"Rock Rose - Clean, Cozy, Comfy, Steps2-Skytrain.",597619,Rozsa,,Renfrew-Collingwood,49.24507,-123.04941,Private room,44,30,53,2020-03-18,0.54,2,365
134688,"West view, Transit convenient, clean & comfortable",653436,Pirike,,Renfrew-Collingwood,49.24493,-123.04916,Private room,39,30,45,2020-04-11,0.42,5,270
140698,"1905 Heritage Loft, Main/Broadway, Olympic Village",69640,Stephen,,Mount Pleasant,49.26292,-123.10581,Entire home/apt,98,5,113,2020-03-22,1.05,1,304
170137,Family friendly Point Grey Home,381497,Catherine,,Dunbar Southlands,49.2571,-123.19101,Entire home/apt,175,1,152,2020-03-08,1.43,1,291
172827,Charming and Homely Downtown Penthouse,19982,Fernande,,West End,49.28161,-123.12696,Entire home/apt,300,3,7,2019-12-28,0.32,1,0
174135,VANCOUVER'S BEST PRIVATE SUITE/LOFT,831892,Hollie,,Downtown Eastside,49.27782,-123.08985,Entire home/apt,100,30,116,2018-04-04,1.10,1,134
182451,KITS SUPER CENTRAL DELIGHTFULL APT!,874660,Penny,,Kitsilano,49.25962,-123.16848,Entire home/apt,135,30,55,2020-04-01,0.52,3,71
196722,"Three bedrooms, fantastic location!",958297,Elana & Gary,,Grandview-Woodland,49.26364,-123.06967,Entire home/apt,208,5,13,2019-08-17,0.18,2,117
202211,Trout Lake Haven !,989790,Paul,,Kensington-Cedar Cottage,49.25381,-123.05951,Private room,80,1,168,2019-10-28,1.59,2,18
219261,A Real Gem in the Heart of Kits,1135259,Rami,,Kitsilano,49.2719,-123.15043,Entire home/apt,200,1,189,2020-03-01,4.20,2,270
226731,Vancouver central- 1bdrm private condo,560892,Vancouver Furnished,,Downtown,49.28406,-123.11598,Entire home/apt,176,30,12,2019-08-21,0.15,6,236
226757,"Amazing views, Cultural heart of Vancouver-Robson3",560892,Vancouver Furnished,,Downtown,49.28119,-123.11883,Entire home/apt,222,30,10,2020-01-16,0.10,6,346
248014,"Stunning views, comfort, location!!",1299977,Gabriella,,Grandview-Woodland,49.29103,-123.05782,Entire home/apt,100,31,1,2014-09-04,0.01,1,0
248973,East Vancouver Hidden Gem,1304461,Shelley,,Hastings-Sunrise,49.28145,-123.05544,Entire home/apt,139,2,87,2020-02-06,0.84,2,356
249106,East Vancouver Loft,1304461,Shelley,,Hastings-Sunrise,49.28126,-123.05311,Shared room,45,2,111,2020-03-02,1.07,2,273
254657,Heritage Loft in heart of Gastown,241920,Scott,,Downtown Eastside,49.28375,-123.10383,Entire home/apt,198,2,68,2019-09-30,0.79,1,0
256178,Luxury Coach House in Kitsilano,1267409,Cormac,,Kitsilano,49.26291,-123.17216,Entire home/apt,300,4,8,2019-08-09,0.09,2,250
257163,"Lg. Room, Private Bath & Breakfast!",70797,Adrianna,,Kensington-Cedar Cottage,49.24003,-123.0639,Private room,68,3,40,2019-09-24,0.40,1,89
258636,FABULOUS Luxury Downtown Vancouver!,948852,Ian,,Downtown,49.27796,-123.12671,Entire home/apt,98,120,52,2018-10-28,0.51,1,44
283841,D27 - 3 Bedroom in Coal Harbour,30899,Rami,,Downtown,49.2872,-123.12352,Entire home/apt,197,90,2,2014-07-08,0.02,49,0
306178,Sunset views - LGBTQ2+ friendly,1574553,Michelle,,Renfrew-Collingwood,49.23311,-123.02669,Private room,66,2,72,2020-03-06,0.78,2,134
359942,Stylish Modern Central Downtown★★★★★★★,1200456,Nala,,Downtown,49.27825,-123.11865,Private room,266,30,44,2019-12-14,0.44,7,364
377706,Bright Spacious Bedroom Pvt Bath,1898008,Tina,,Grandview-Woodland,49.279,-123.06977,Private room,42,30,57,2019-10-01,0.61,1,322
415700,"LARGE PRIVATE ROOM+ BATH, SEPARATE ENTRY, KING BED",83871,Adam,,Renfrew-Collingwood,49.23468,-123.05508,Private room,49,2,204,2020-03-16,2.07,3,343
416453,Ultra Modern Studio in Chinatown,1318151,Suz,,Downtown Eastside,49.27844,-123.09986,Entire home/apt,149,30,44,2019-07-08,0.45,1,0
436032,Trendy & Spacious 2 bd Gastown Loft,2165986,Kristy,,Downtown Eastside,49.28297,-123.10393,Entire home/apt,245,4,74,2019-11-01,0.76,1,171
441075,1 Bdrm Apartment Downtown Vancouver,2121651,Diana,,Downtown Eastside,49.28398,-123.10528,Entire home/apt,231,3,49,2019-12-12,0.52,1,316
448104,Modern Charm – Walk everywhere!,179396,Lili,,Downtown,49.28063,-123.12502,Entire home/apt,138,30,251,2020-04-30,2.58,5,30
461370,Lovely large room w/ private bath,1200456,Nala,,Killarney,49.22814,-123.03149,Private room,96,2,44,2019-09-22,0.46,7,365
461386,Beautiful room (s) Vancouver Home,1200456,Nala,,Killarney,49.22846,-123.03121,Private room,96,2,35,2019-09-02,0.36,7,365
475296,1400 sqft LOFT PENTHOUSE IN GASTOWN WITH TWO DECKS,2356016,Jocelyn,,Downtown Eastside,49.28241,-123.10381,Entire home/apt,349,1,128,2020-02-23,1.55,1,363
496298,"Downtown 1Bed+Den, stylish & modern",2451689,Marlin,,Downtown,49.27996,-123.11684,Entire home/apt,120,31,157,2020-02-08,1.64,1,365
497641,Spacious Blue Room in Large House,2456973,Jeanette,,Fairview,49.2589,-123.12998,Private room,100,30,28,2020-03-01,0.29,4,275
498112,Central Modern House with View and 2 Kitchens,2459577,Allison,,Kensington-Cedar Cottage,49.24937,-123.07303,Entire home/apt,376,5,28,2020-01-01,0.29,2,312
507767,One Bedroom Suite @ the Luxurious LEVEL Vancouver,2502595,LEVEL Furnished Living,,Downtown,49.2775,-123.12296,Entire home/apt,231,31,2,2014-08-31,0.02,18,365
523272,Adorable 2 Bedroom Cambie Craftsman - Garden Suite,2572830,Katie,,South Cambie,49.25529,-123.11692,Entire home/apt,235,2,31,2020-03-16,0.32,3,0
540348,Modern Architectural lakeside Home On The Park,2655554,Kristen,,Kensington-Cedar Cottage,49.25761,-123.06393,Entire home/apt,275,1,27,2019-08-13,0.33,2,0
557357,Commercial Dr West Coast Garden Ste,525761,Diane,,Grandview-Woodland,49.27909,-123.06272,Entire home/apt,80,30,185,2019-10-13,1.94,2,256
622217,Sub-Penthouse with Amazing Views in Heart of City,3084195,Sherry,,Downtown,49.27801,-123.10715,Entire home/apt,551,2,38,2020-04-10,0.46,2,355
637617,Commercial Drive Character Home,3181196,Alison,,Grandview-Woodland,49.27827,-123.07237,Entire home/apt,300,6,19,2019-08-27,0.20,2,300
648026,Quiet Oasis Garden Suite - Steps from the Drive,893727,Peter & Robin,,Grandview-Woodland,49.26966,-123.06855,Entire home/apt,80,30,57,2020-04-10,0.61,1,137
648278,"Furnished ,spacious rooms, near VGH",2456973,Jeanette,,Fairview,49.25903,-123.13166,Private room,110,30,13,2019-10-27,0.17,4,365
654744,English Bay Hideaway @ Stanley Park,2796859,James,,West End,49.29178,-123.14175,Entire home/apt,165,30,57,2019-12-28,0.67,1,293
654763,1 Bedroom Private Furnished Suite,2459577,Allison,,Kensington-Cedar Cottage,49.25145,-123.07335,Entire home/apt,77,30,30,2020-03-14,0.35,2,188
659986,Nice room in amazing luxury home near DOWNTOWN+UBC,84820,Chris,,South Cambie,49.24413,-123.11955,Private room,124,31,27,2018-05-06,0.30,2,89
670259,Cozy room in 100 year old home,2818180,Shannon,,Kensington-Cedar Cottage,49.2619,-123.07239,Private room,61,30,93,2020-03-19,1.06,1,55
685239,Sunny Side Up- tiny home,3494649,Kendra & Trevor,,Hastings-Sunrise,49.27484,-123.03704,Entire home/apt,125,6,63,2020-02-29,0.68,1,70
688038,Vancouver's Beach At Your Doorstep,268742,Kayla,,West End,49.27911,-123.13774,Entire home/apt,295,2,29,2019-07-12,0.32,1,344
688828,3 bedroom family home in amazing location,1465740,Helene,,Kitsilano,49.27063,-123.17998,Entire home/apt,259,3,9,2019-08-13,0.16,1,0
703179,Cute room in a condo full of art,3246254,Izabela,,Downtown Eastside,49.28115,-123.10778,Private room,85,1,156,2020-03-17,1.74,1,203
713271,Luxury Seaview Studio Suite - Westend,3671073,Susan,,West End,49.28081,-123.13615,Entire home/apt,135,30,75,2020-03-09,0.89,1,324
727856,1 bedroom apartment - Amazing Location 29,560892,Vancouver Furnished,,Downtown,49.28387,-123.11732,Entire home/apt,175,30,4,2017-07-03,0.07,6,365
731219,Kitsilano Laneway House - Quiet Neighbourhood,3804851,Fran & Julian,,Kitsilano,49.26069,-123.18303,Entire home/apt,149,31,10,2020-04-15,0.12,1,337
732895,Best Location in Downtown - Bright Beautiful 1bdr,179396,Lili,,Downtown,49.28195,-123.12383,Entire home/apt,138,30,198,2020-03-31,2.19,5,30
735468,ENGLISH BAY VIEWS,3462044,Shea,,West End,49.2827,-123.13595,Entire home/apt,151,1,102,2020-03-03,4.12,1,344
736244,Kitsilano Garden Suite West,3842332,Lynn,,Kitsilano,49.26728,-123.18513,Entire home/apt,149,4,300,2020-03-30,3.30,3,160
755558,Kitsilano 2 bdrm Garden Level Suite,3976484,Lori,,Kitsilano,49.25938,-123.16551,Entire home/apt,125,2,76,2020-03-23,0.92,1,0
763445,Very Convenient Mini-suite,169365,Peter,,Renfrew-Collingwood,49.24628,-123.04341,Entire home/apt,41,3,175,2020-04-08,1.95,1,14
766540,BEAUTIFUL SHAUNGHNESSY MANSION,4042017,Balfour,,Shaughnessy,49.25201,-123.12965,Private room,80,5,14,2019-05-02,0.30,5,89
771366,Gorgeous and Spacious Yaletown LEVEL Suite,2502595,LEVEL Furnished Living,,Downtown,49.27784,-123.12212,Entire home/apt,200,31,2,2014-07-02,0.02,18,365
771380,Stunning Two Bedroom Unit in Downtown Vancouver,2502595,LEVEL Furnished Living,,Downtown,49.27897,-123.12195,Entire home/apt,349,31,7,2014-10-01,0.08,18,365
784153,The Garden Quarter in Kitsilano,3211112,Rasha,,Kitsilano,49.26242,-123.1737,Entire home/apt,66,30,44,2020-03-31,0.49,3,26
785297,The Nook in Kitsilano,3211112,Rasha,,Kitsilano,49.26364,-123.17482,Private room,46,14,60,2020-03-10,0.66,3,231
785752,The Garden Nook in Kitsilano,3211112,Rasha,,Kitsilano,49.26296,-123.1735,Entire home/apt,114,30,3,2016-09-17,0.03,3,225
801222,fully furnished suite near VGH,4217281,Jennifer,,Fairview,49.25848,-123.12257,Entire home/apt,106,30,21,2019-08-31,0.24,3,165
824612,East Village Private Garden Gem!,4326869,Marketa,,Hastings-Sunrise,49.28648,-123.05395,Entire home/apt,85,31,74,2020-04-25,0.82,1,161
828920,1 bedroom+Den Monthly rentals only,4345039,Biljana,,Downtown,49.27317,-123.11961,Entire home/apt,170,30,3,2018-06-03,0.05,1,365
838336,"3 BEDROOM, 3 LEVEL TOWNHOUSE",4372257,Steve & Sonia,,Mount Pleasant,49.25788,-123.10925,Entire home/apt,421,5,15,2019-08-02,0.18,1,196
874731,Sunny room with private bathroom and large patio,2216706,Matthew,,Fairview,49.25728,-123.12122,Private room,69,4,48,2020-04-04,0.56,1,89
875309,Heritage Home near Kits Beach,4621004,Judy,,Kitsilano,49.26965,-123.16351,Entire home/apt,275,7,31,2019-09-16,0.35,1,182
885600,"Dunbar near UBC, modern + clean",4693732,David & Patti,,Dunbar Southlands,49.24721,-123.18622,Entire home/apt,130,3,193,2020-03-13,2.20,1,0
906964,"Amazing, modern, clean apt just off Commercial Dr",4856368,Kris,,Grandview-Woodland,49.27213,-123.0698,Entire home/apt,118,1,147,2020-03-15,1.85,1,286
941216,Beautiful Downtown Luxury Rental,5088083,Sahar,,Downtown,49.28038,-123.10612,Entire home/apt,95,30,3,2019-02-25,0.14,1,281
944021,Modern Serenity - Heart of Downtown,5109267,Grace,,Downtown,49.2788,-123.11753,Entire home/apt,175,90,4,2014-12-01,0.05,1,365
958090,Private apartment-Yaletown Downtown,1200456,Nala,,Downtown,49.27697,-123.11616,Entire home/apt,560,30,10,2013-09-30,0.11,7,365
961006,Oakridge Canada Line completely renovated home,5233549,Joyce,,Riley Park,49.23665,-123.11011,Entire home/apt,218,1,7,2017-07-21,0.08,4,0
961692,"PRIVATE ENT. GARDEN SUITE
Savings= WK 20%  MTH 50%",5237545,Valerie,,Hastings-Sunrise,49.29186,-123.02504,Entire home/apt,130,3,39,2020-03-09,0.46,1,339
966003,Downtown Van Waterview 20th Floor Condo,5268156,Allan,,Downtown,49.2803,-123.10788,Entire home/apt,150,3,244,2020-04-25,3.00,3,225
980511,"261 Yaletown Studio at ""Space""",600607,Bruce,,Downtown,49.2764,-123.12547,Entire home/apt,70,30,7,2020-03-02,0.12,47,76
994900,Explore Vancouver from a Charming Heritage House,5464331,Denise & Rolf,,Downtown Eastside,49.27888,-123.08514,Entire home/apt,106,3,236,2020-04-01,2.83,1,68
994969,152 Studio (no Bedroom),600607,Bruce,,Downtown,49.27994,-123.12554,Entire home/apt,55,30,1,2013-09-17,0.01,47,22
995174,159 2 BEDROOM/ 2 FULL BATH-ideal for sharing!,600607,Bruce,,West End,49.28839,-123.12777,Entire home/apt,88,30,10,2018-03-10,0.12,47,89
1007137,S2-LUXURIOUS 2-BR/2-Baths/2-Balcony,5539641,Selina,,Downtown,49.28031,-123.1267,Entire home/apt,279,180,2,2014-05-23,0.03,2,365
1007144,S1-VIBRANT DOWNTOWN 1-BR + den!  ,5539641,Selina,,Downtown,49.27837,-123.12582,Entire home/apt,180,180,1,2013-06-02,0.01,2,365
1012385,comfy stay in clean victorian house,5569906,Mark Anthony,,Mount Pleasant,49.25825,-123.08901,Entire home/apt,80,2,256,2020-03-22,2.99,1,212
1021607,Deluxe Junior One Bedroom (2 Beds),5623565,Hajime,,Downtown,49.27826,-123.12085,Entire home/apt,60,30,92,2020-02-03,1.06,2,305
1021669,Yaletown Deluxe Studio Condominium,5623565,Hajime,,Downtown,49.2787,-123.12732,Entire home/apt,58,30,135,2020-04-19,1.58,2,301
1030205,Beautiful Point Grey Character Home,5668489,David,,Kitsilano,49.26984,-123.1812,Entire home/apt,249,7,86,2019-10-16,1.04,1,139
1032892,Artist's Character home in 'hip' Commercial Drive,2378744,Lori,,Grandview-Woodland,49.27093,-123.06289,Private room,94,2,51,2020-04-13,0.60,1,346
1103566,"Modern, Heart of Downtown-3 BR+2Bath+Office+Pkg",6060927,Arin,,Downtown,49.27865,-123.10722,Entire home/apt,349,3,264,2020-03-09,4.17,1,303
1109821,136 Lord Stanley Great price!,600607,Bruce,,West End,49.29193,-123.1364,Entire home/apt,55,30,11,2019-03-23,0.15,47,48
1113551,Family-Friendly Kitsilano House with Mountain Views,5231060,Liz,,Kitsilano,49.26056,-123.15874,Entire home/apt,480,6,35,2019-12-30,0.42,1,146
1118858,*Best choice in downtown-5 Stars *,70137,Kai,,West End,49.28115,-123.13038,Private room,96,30,58,2019-11-17,0.69,3,365
1126273,Yaletown/Downtown  1 Bedroom Condo,254337,Edgar,,Downtown,49.28061,-123.11874,Entire home/apt,99,30,1,2019-07-08,0.10,2,365
1141457,2 Bdrm in Strathcona,6067405,Paige And Grant,,Downtown Eastside,49.27954,-123.08689,Entire home/apt,110,3,261,2020-03-11,3.06,2,247
1156898,seasonal suite with private bathroom in Vancouver,1344421,Jimmy,,Victoria-Fraserview,49.2283,-123.07126,Private room,36,3,91,2020-02-07,1.08,1,0
1162198,Bright & Tidy Character Apartment,6366260,Mary,,Grandview-Woodland,49.27186,-123.06996,Private room,49,30,72,2019-08-24,0.87,1,0
1178149,Cozy space in East Vancouver,6165412,Sylvia,,Hastings-Sunrise,49.27128,-123.04797,Entire home/apt,80,2,36,2020-02-27,1.61,1,156
1191143,Beautiful Kitsilano Character home. Great Location,598979,Mary,,Kitsilano,49.26856,-123.17419,Entire home/apt,349,4,12,2019-06-09,0.16,2,75
1216428,"Garden Paradise, by Olympic Village",6637800,Edward,,Mount Pleasant,49.26538,-123.09059,Private room,75,3,57,2020-03-07,0.95,1,358
1223989,Stunning Suite Heart of DT w/Parkng,6677154,Amanda,,West End,49.27915,-123.12949,Entire home/apt,120,89,100,2017-05-17,1.20,1,0
1229714,Luxury apartment Downtown Vancouver,1200456,Nala,,Downtown,49.28429,-123.1157,Entire home/apt,561,2,5,2020-03-01,0.43,7,0
1233101,Beautiful Vancouver Townhouse,3778731,Trevor,,Kitsilano,49.26658,-123.14956,Entire home/apt,197,31,2,2018-02-03,0.06,1,0
1273760,Private Hotel-Style Suite in a Downtown Boutique High-Rise,6033,Cam,,Downtown,49.2858,-123.11767,Private room,151,1,407,2020-03-06,4.88,1,339
1281095,New and Cozy Flat in the Heart of Mount Pleasant,6971193,Monica & Thomas,,Mount Pleasant,49.26461,-123.09213,Entire home/apt,180,3,61,2020-01-02,0.73,1,168
1291394,Clean New Kits 3 bedroom/ 2bath!,7021457,Leila,,Kitsilano,49.26876,-123.18517,Entire home/apt,185,30,38,2018-05-31,0.46,2,14
1301861,Martine's lodging East Village,2189535,Martine,,Hastings-Sunrise,49.28535,-123.05528,Private room,49,7,15,2020-03-04,0.18,2,59
1316419,120 501 Pacific,600607,Bruce,,Downtown,49.28183,-123.12161,Entire home/apt,88,181,2,2014-07-01,0.03,47,364
1316477,224 Yaletown Park.  Long term stay welcome,600607,Bruce,,Downtown,49.2772,-123.11841,Entire home/apt,80,90,6,2020-04-01,0.11,47,38
1343411,Close to Anywhere: Location Location Location,6904778,Mari,,Strathcona,49.27634,-123.09831,Entire home/apt,99,1,49,2019-11-26,0.86,1,0
1343519,*Best choice in downtown-5 Stars*,70137,Kai,,West End,49.28073,-123.13043,Private room,51,30,64,2019-10-28,0.88,3,365
1360765,Ultra Modern Apartment in Yaletow,7338933,Sadiq,,Downtown,49.28623,-123.114,Entire home/apt,54,30,111,2017-01-05,1.34,3,0
1365609,AMAZING LOCATION 1BD CHARMING APT IN DOWNTOWN,7336501,Maha,,Downtown,49.27824,-123.12882,Entire home/apt,155,3,101,2020-05-01,1.23,1,156
1378220,QUIET COZY SUNNY BR (ENSUITE) + ADJ STUDY IN HOUSE,7465731,Brian,,West Point Grey,49.25864,-123.19965,Entire home/apt,110,1,62,2019-08-31,1.32,2,126
1380472,downtown furnished one bedroom den city view,6848356,Tina,,Downtown,49.28147,-123.12493,Entire home/apt,225,30,8,2019-10-01,0.10,3,193
1387803,Martine's Lodging East Village 2,2189535,Martine,,Hastings-Sunrise,49.2844,-123.0538,Private room,49,7,9,2020-01-12,0.11,2,108
1397291,Bright bedroom in shared condo,7547807,Melanie,,Downtown,49.27971,-123.11962,Private room,60,4,38,2020-03-09,0.67,2,342
1398788,Stunning 1 Bedroom Laneway,7554741,Ruth,,Arbutus Ridge,49.23757,-123.16558,Entire home/apt,75,31,86,2020-03-20,1.04,1,362
1399744,Luxury 2 BDR With Wrap Around Deck,7560143,Sandy,,Mount Pleasant,49.2698,-123.11051,Entire home/apt,449,30,8,2018-07-30,0.11,1,1
1417881,Renovated Character Home - 3 Bdrm,7499193,Tracey,,Grandview-Woodland,49.26732,-123.06827,Entire home/apt,399,30,40,2019-08-24,0.49,3,195
1418910,Private Room - Commercial Drive,7499193,Tracey,,Grandview-Woodland,49.26583,-123.06897,Private room,89,4,142,2019-09-04,1.73,3,211
1422750,Furnished bedroom in spacious home,7657825,Lidia,,Killarney,49.21288,-123.02664,Private room,69,3,27,2019-12-20,0.37,2,322
1479325,High-end Luxury in the West End,483861,Pat And Walter,,West End,49.27992,-123.13403,Entire home/apt,120,30,49,2020-04-19,0.81,2,283
1479755,Super Travel Karma + private ensuite bath,7903736,Tracy,,Mount Pleasant,49.25635,-123.08241,Private room,61,90,28,2017-09-24,0.39,1,35
1494659,Room in Leafy East Vancouver,942909,Thor,,Grandview-Woodland,49.2753,-123.06408,Private room,90,2,12,2019-12-30,0.35,1,365
1502887,244 1 BED & DEN. WATER VIEW! 3 MONTH EXTENDED STAY,600607,Bruce,,Downtown,49.29128,-123.12783,Entire home/apt,98,90,5,2018-12-01,0.06,47,53
1507975,Modern new room with private entry!,51695,Natasha & Paolo,,Riley Park,49.24654,-123.0927,Private room,61,2,252,2020-04-30,3.07,2,283
1520500,Spacious Loft Style Apartment,7290306,John And Alex,,Kitsilano,49.26891,-123.14806,Entire home/apt,130,5,29,2020-02-10,0.36,1,244
1525113,"114 Studio ""West of Denman""",600607,Bruce,,West End,49.29184,-123.13893,Entire home/apt,50,30,8,2020-01-15,0.11,47,43
1530460,Funky Room On Vancouver's Hip East,6329283,Ruby,,Kensington-Cedar Cottage,49.25501,-123.07953,Private room,34,30,21,2020-04-30,0.26,4,148
1565861,Deluxe Kitsilano Beach Waterfront 2 Bedroom House,8328973,Adam,,Kitsilano,49.27334,-123.15193,Entire home/apt,449,5,72,2019-08-15,0.90,1,192
1569650,"1 BR in YALETOWN, 24hr Pool/Gym, Gas Fireplace",8206581,Costa,,Downtown,49.27939,-123.1202,Entire home/apt,419,1,99,2018-02-11,1.22,1,365
1610084,Lakeside Cottage with Stunning View,8556789,Lana,,Kensington-Cedar Cottage,49.25735,-123.06257,Entire home/apt,109,2,132,2020-03-14,1.62,1,0
1614025,Downtown 1bdrm with amazing views!,3092935,Brad,,Downtown,49.27967,-123.1262,Entire home/apt,110,30,95,2020-02-17,1.18,12,327
1620084,Bright private suite around SoMain,8618932,Fawziah,,Kensington-Cedar Cottage,49.23896,-123.08303,Entire home/apt,61,28,1,2019-02-28,0.07,1,165
1623556,Private Top Floor in vibrant Main St area,8633501,Robin,,Riley Park,49.25197,-123.0951,Private room,85,1,219,2020-02-29,2.69,1,267
1629426,In the heart of the city,8368718,Yvonne,,Downtown,49.27491,-123.12239,Entire home/apt,59,30,119,2019-10-07,1.50,3,86
1629480,Garden Suite-Quiet/Private&Central,8660533,Tracy And Richard,,Riley Park,49.25106,-123.1077,Entire home/apt,94,30,127,2020-05-01,1.74,1,0
